,name,multiverse_id,color_identity,text,flavor,power
66582,Plumb the Forbidden,513558.0,['B'],"As an additional cost to cast this spell, you may sacrifice one or more creatures. When you do, copy this spell for each creature sacrificed this way.
You draw a card and you lose 1 life.","Strixhaven forbade all magic from the Blood Age, so that is where Extus began his research.",
66585,Professor's Warning,513561.0,['B'],"Choose one —
• Put a +1/+1 counter on target creature.
• Target creature gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)","Professor Onyx urged the twins to prepare for the dark mage Extus, sounding very much like someone familiar with the rise of tyrants.",
66586,Promising Duskmage,513562.0,['B'],"When Promising Duskmage dies, if it had a +1/+1 counter on it, draw a card.","""Your technique is sloppy, but there is talent there. Do it again, and keep your right arm in position this time.""",2
66588,Specter of the Fens,513564.0,['B'],"Flying
{5}{B}: Target opponent loses 2 life and you gain 2 life.",Foul specters hunt down those who try to back out of a deal with a daemogoth.,2
66589,Tenured Inkcaster,513565.0,['B'],"When Tenured Inkcaster enters the battlefield, put a +1/+1 counter on target creature.
Whenever a creature you control with a +1/+1 counter on it attacks, each opponent loses 1 life and you gain 1 life.","""Ah, another future archmage for my collection.""",2
66591,Umbral Juke,513566.0,['B'],"Choose one —
• Target player sacrifices a creature or planeswalker.
• Create a 2/1 white and black Inkling creature token with flying.",The sport of Mage Tower was conceived as a playful testing ground for young spellcasters.,
66592,Unwilling Ingredient,513567.0,['B'],"Menace (This creature can't be blocked except by two or more creatures.)
{2}{B}, Exile Unwilling Ingredient from your graveyard: You draw a card and you lose 1 life.","""Don't look at me like that. It was either this or being eaten by a groff.""
—Dina, Witherbloom mage-student",1
66593,Academic Dispute,513568.0,['R'],"Target creature blocks this turn if able. You may have it gain reach until end of turn.
Learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)","""I'll show you original research, you hack!""",
66594,Ardent Dustspeaker,513569.0,['R'],"Whenever Ardent Dustspeaker attacks, you may put an instant or sorcery card from your graveyard on the bottom of your library. If you do, exile the top two cards of your library. You may play those cards this turn.","""The Founder Dragons weren't even hatched when this scroll was written!""",3
66596,Blood Age General,513570.0,['R'],{T}: Attacking Spirits get +1/+0 until end of turn.,"His troops took the Fortress of Caerdoon centuries ago, yet he fights on.",2
66602,Enthusiastic Study,513576.0,['R'],"Target creature gets +3/+1 and gains trample until end of turn.
Learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)","""If the pen is mightier than the sword, just think what a giant tome could do!""",
66603,Explosive Welcome,513577.0,['R'],Explosive Welcome deals 5 damage to any target and 3 damage to any other target. Add {R}{R}{R}.,"Rowan and Will were a natural fit in Prismari College, the school of outrageous elemental arts.",
66606,Fuming Effigy,513580.0,['R'],"Whenever one or more cards leave your graveyard, Fuming Effigy deals 1 damage to each opponent.",Some spirits share ancient wisdom. Others just get mad you touched their stuff.,4
66608,Hall Monitor,513582.0,['R'],"Haste
{1}{R}, {T}: Target creature can't block this turn.","""No unauthorized summoning. No writing in the library books. And absolutely no indoor dueling!""",1
66609,Heated Debate,513583.0,['R'],"This spell can't be countered. (This includes by the ward ability.)
Heated Debate deals 4 damage to target creature or planeswalker.","""While you were wasting time with abstract equations, I mastered ancient Oggyar fire magic. Your move.""",
66610,Igneous Inspiration,513584.0,['R'],"Igneous Inspiration deals 3 damage to any target.
Learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)",Prismari fosters a burning need to create.,
66612,Illustrious Historian,513586.0,['R'],"{5}, Exile Illustrious Historian from your graveyard: Create a tapped 3/2 red and white Spirit creature token.","The most distinguished Lorehold professors are eligible to receive extended tenure, even beyond the limits of their own mortality.",2
66613,Mascot Interception,513587.0,['R'],"This spell costs {3} less to cast if it targets a creature token.
Gain control of target creature until end of turn. Untap that creature. It gets +2/+0 and gains haste until end of turn.","Far from the trappings of royalty, Rowan and Will found inspiration from the most popular sport on campus, Mage Tower.",
66614,Pigment Storm,513588.0,['R'],Pigment Storm deals 5 damage to target creature. Excess damage is dealt to that creature's controller instead.,"When art projects collapse, Prismari students revel in the beauty of destruction. Everyone else runs for cover.",
66615,Pillardrop Warden,513589.0,['R'],"Reach
{2}, {T}, Sacrifice Pillardrop Warden: Return target instant or sorcery card from your graveyard to your hand. Activate only as a sorcery.",A giant statue of a dwarf is still a giant statue.,1
66617,Start from Scratch,513591.0,['R'],"Choose one —
• Start from Scratch deals 1 damage to any target.
• Destroy target artifact.","""I don't care what they think!"" Rootha snapped. ""I know I can do better.""",
66618,Storm-Kiln Artist,513592.0,['R'],"Storm-Kiln Artist gets +1/+0 for each artifact you control.
Magecraft — Whenever you cast or copy an instant or sorcery spell, create a Treasure token.","A captured elemental makes for a potent, albeit unstable, power source.",2
66620,Tome Shredder,513594.0,['R'],"Haste
{T}, Exile an instant or sorcery card from your graveyard: Put a +1/+1 counter on Tome Shredder.","""Quintorius, would you care to explain why you didn't complete your homework?""
—Augusta, Lorehold dean",2
66622,Twinscroll Shaman,513595.0,['R'],Double strike,"""May your wretched name never grace the annals of history, you ignorant buffoon!""",1
66625,Bayou Groff,513598.0,['G'],"As an additional cost to cast this spell, sacrifice a creature or pay {3}.","""Groffs are great for tracking pests through the muck, but securing the pests before the groff devours them is a dicey endeavor.""
—Lisette, Witherbloom dean",5
66626,Big Play,513599.0,['G'],Target creature gets +2/+2 and gains reach until end of turn. Put a +1/+1 counter on it.,"""Quandrix is running out of time. If they're going to capture the Witherbloom mascot, they need something big here.""
—Cremik, Mage Tower commentator",
66627,Bookwurm,513600.0,['G'],"Trample
When Bookwurm enters the battlefield, you gain 3 life and draw a card.
{2}{G}: Put Bookwurm from your graveyard into your library third from the top.","It takes ""devouring a book in one sitting"" to a frightening extreme.",7
66628,Charge Through,513601.0,['G'],"Target creature gains trample until end of turn.
Draw a card.","""What a move! Lorehold gets caught flat-footed, and Witherbloom barrels ahead.""
—Cremik, Mage Tower commentator",
66629,Containment Breach,513602.0,['G'],"Destroy target artifact or enchantment. If its mana value is 2 or less, create a 1/1 black and green Pest creature token with ""When this creature dies, you gain 1 life.""","For pest keepers, there's no sound more disheartening than breaking glass.",
66630,Devouring Tendrils,513603.0,['G'],"Target creature you control deals damage equal to its power to target creature or planeswalker you don't control. When the permanent you don't control dies this turn, you gain 2 life.",Witherbloom spells often take on the appearance—and personality—of their components.,
66636,Fortifying Draught,513609.0,['G'],"You gain 2 life. Target creature gets +X/+X until end of turn, where X is the amount of life you gained this turn.","""If a seedling can push through solid stone, there's no limit to what I could do.""",
66638,Honor Troll,513611.0,['G'],"Vigilance
If you would gain life, you gain that much life plus 1 instead.
Honor Troll gets +2/+1 as long as you have 25 or more life.","First in his clan to attend Strixhaven, and now first in his class.",2
66639,Karok Wrangler,513612.0,['G'],"Magecraft — Whenever you cast or copy an instant or sorcery spell, put a +1/+1 counter on target creature you control.","""She showed up to class on a what?""
—Valentin, Witherbloom Dean",3
66640,Leyline Invocation,513613.0,['G'],"Create a 0/0 green and blue Fractal creature token. Put X +1/+1 counters on it, where X is the number of lands you control.","""Do you still believe my work is nothing but dry, boring equations?""
—Cairu, Quandrix mage-student",
66641,Mage Duel,513614.0,['G'],"This spell costs {2} less to cast if you've cast another instant or sorcery spell this turn.
Target creature you control gets +1/+2 until end of turn. Then it fights target creature you don't control. (Each deals damage equal to its power to the other.)","""Remember the rules. No spells to the face!""",
66642,Master Symmetrist,513615.0,['G'],"Reach
Whenever a creature you control with power equal to its toughness attacks, it gains trample until end of turn.",Tondo lost his very first duel and has spent his entire life trying to get even.,4
66644,Professor of Zoomancy,513617.0,['G'],"When Professor of Zoomancy enters the battlefield, create a 1/1 black and green Pest creature token with ""When this creature dies, you gain 1 life.""","She's brilliant, if a bit overbearing.",4
66646,Scurrid Colony,513619.0,['G'],"Reach
Scurrid Colony gets +2/+2 as long as you control eight or more lands.","Scurrid teeth evolved to crack open nuts, but they work just as well for crushing bones if the nest is threatened.",2
66647,Spined Karok,513620.0,['G'],,"""The bogs are deeper than you realize. Most of the space beneath the surface is taken up by these enormous karoks. You might think your feet are touching the bottom. They're probably not.""
—Gyome, Witherbloom chef",2
66648,Springmane Cervin,513621.0,['G'],"When Springmane Cervin enters the battlefield, you gain 2 life.","Cervins feed on the mana-rich plants around the star arches, imbuing their bodies with extraordinary grace and vitality.",3
66649,Tangletrap,513622.0,['G'],"Choose one —
• Tangletrap deals 5 damage to target creature with flying.
• Destroy target artifact.","""It's like that old saying: what goes up . . . feeds the arboretum.""
—Lisette, Witherbloom dean",
67304,Serra Avenger,,['W'],"You can't cast this spell during your first, second, or third turns of the game.
Flying, vigilance","""Those who endure in the face of suffering, those whose faith shines long in evil days, they shall see salvation.""
—*Song of All*, canto 904",3
67347,Flagstones of Trokair,,['W'],"{T}: Add {W}.
When Flagstones of Trokair is put into a graveyard from the battlefield, you may search your library for a Plains card, put it onto the battlefield tapped, then shuffle.","Dust-spiked winds eroded the stones, but the ground where they had stood still holds power.",
67387,Keldon Vandals,,['R'],"Echo {2}{R} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)
When Keldon Vandals enters the battlefield, destroy target artifact.",Keldons divide all their spoils into two groups: trophies and catapult ammunition.,4
67413,Rootbreaker Wurm,,['G'],Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.),"As Gerrard made his escape, the wurm covered his flight by helping itself to three great mouthfuls of merfolk.",6
67592,Archon of Falling Stars,476253.0,['W'],"Flying
When Archon of Falling Stars dies, you may return target enchantment card from your graveyard to the battlefield.","""The archon fell like a star from the sky, meeting the rising sun at the horizon's edge.""
—*The Cosmogony*",4
67597,Commanding Presence,476258.0,['W'],"Enchant creature
Enchanted creature gets +2/+2 and has first strike and ""Whenever this creature deals combat damage to a player, create a 1/1 white Human Soldier creature token.""","""In every one of you I see a hero's heart.""",
67598,Dawn Evangel,476259.0,['W'],"Whenever a creature dies, if an Aura you controlled was attached to it, return target creature card with mana value 2 or less from your graveyard to your hand.",Is there a greater promise than the glory of the sunrise?,2
67612,Hero of the Pride,476273.0,['W'],"Whenever you cast a spell that targets Hero of the Pride, creatures you control get +1/+0 until end of turn.",Leonin fight for neither god nor polis; their loyalty is to their pride.,2
67613,Hero of the Winds,476274.0,['W'],"Flying
Whenever you cast a spell that targets Hero of the Winds, creatures you control get +1/+0 until end of turn.",To tame a griffin is to ride into legend.,1
67617,Lagonna-Band Storyteller,476278.0,['W'],"When Lagonna-Band Storyteller enters the battlefield, you may put target enchantment card from your graveyard on top of your library. If you do, you gain life equal to its mana value.","""Our stories are full of ancient wisdom; they tell us who we are.""",3
67618,Leonin of the Lost Pride,476279.0,['W'],"When Leonin of the Lost Pride dies, exile target card from an opponent's graveyard.","Leonin band together in the Underworld, taking solace in their strength until, at last, both pride and self are forgotten.",3
67619,Nyxborn Courser,476280.0,['W'],,"""Storms drove them westward to Ketaphos; wide plains shimmered in starlight.
Centaurs greeted them, offering gold-hued apples and grain-cakes.""
—*The Callapheia*",2
67620,Omen of the Sun,476281.0,['W'],"Flash
When Omen of the Sun enters the battlefield, create two 1/1 white Human Soldier creature tokens and you gain 2 life.
{2}{W}, Sacrifice Omen of the Sun: Scry 2.","""My time will come, when every soul will bask in my glory and obey my law.""",
67623,Reverent Hoplite,476284.0,['W'],"When Reverent Hoplite enters the battlefield, create a number of 1/1 white Human Soldier creature tokens equal to your devotion to white. (Each {W} in the mana costs of permanents you control counts toward your devotion to white.)","""Zeal is the sharpest blade, and piety the strongest shield.""",1
67625,Rumbling Sentry,476286.0,['W'],"When Rumbling Sentry enters the battlefield, scry 1.","""To provoke the mountain is to invite the avalanche.""
—Perisophia the philosopher",3
67628,Sunmane Pegasus,476289.0,['W'],"Flying
{1}{W}: Sunmane Pegasus gains vigilance and lifelink until end of turn.","Chosen by Heliod, Daxos approached the pegasus without fear, and rode it without saddle or reins.",2
67631,Triumphant Surge,476292.0,['W'],Destroy target creature with power 4 or greater. You gain 3 life.,Not even death can quench a hero's inner fire.,
67632,"Alirios, Enraptured",476293.0,['U'],"Alirios, Enraptured enters the battlefield tapped.
Alirios doesn't untap during your untap step if you control a Reflection.
When Alirios enters the battlefield, create a 3/2 blue Reflection creature token.","""Why would I ever want to look away?""",2
67634,Brine Giant,476295.0,['U'],This spell costs {1} less to cast for each enchantment you control.,The oracles of Meletis foresaw neither its rise from the depths nor the destruction it would leave in its wake.,5
67636,Chain to Memory,476297.0,['U'],Target creature gets -4/-0 until end of turn. Scry 2.,Those who do not learn from their mistakes are bound to relive them.,
67637,Deny the Divine,476298.0,['U'],"Counter target creature or enchantment spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.","""A great wave crashed, and a mighty wind blew out the stars.""
—*The Cosmogony*",
67638,Eidolon of Philosophy,476299.0,['U'],"{6}{U}, Sacrifice Eidolon of Philosophy: Draw three cards.","""And what did Erekastos teach us is the nature of the soul?""",1
67640,Glimpse of Freedom,476301.0,['U'],"Draw a card.
Escape—{2}{U}, Exile five other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)","""Freedom lies in accepting a single path.""
—Nyklos, Meletian philosopher",
67641,Ichthyomorphosis,476302.0,['U'],"Enchant creature
Enchanted creature loses all abilities and is a blue Fish with base power and toughness 0/1.",Tycthis's military career was a flop.,
67644,Memory Drain,476305.0,['U'],Counter target spell. Scry 2.,"Alythos sat and stared blankly out over the glassy oceans of Nerono, trying in vain to remember what he knew he had forgotten.",
67646,Naiad of Hidden Coves,476307.0,['U'],"As long as it's not your turn, spells you cast cost {1} less to cast.","""Wave-borne, he watches over secrets of the shore.""
—Psemilla, Meletian poet",2
67647,Nyxborn Seaguard,476308.0,['U'],,"""Storm-tossed and broken, Callaphe cried out to deep-dwelling Thassa.
Tritons came swiftly to save her, bringing her north to the Lindus.""
—*The Callapheia*",2
67648,Omen of the Sea,476309.0,['U'],"Flash
When Omen of the Sea enters the battlefield, scry 2, then draw a card.
{2}{U}, Sacrifice Omen of the Sea: Scry 2.","""My time will come, when the rising tide will surge above the tallest mountain.""",
67649,One with the Stars,476310.0,['U'],"Enchant creature or enchantment
Enchanted permanent is an enchantment and loses all other card types. (It still has its abilities, but it's no longer a creature.)","""Take your place among the stars.""
—Kruphix, god of horizons",
67651,Riptide Turtle,476312.0,['U'],"Flash
Defender","""As the storm waves crushed my sailors, I cried out to Thassa. The next time I saw them, hard shells encased them, and they swam away to safety.""
—Siona, captain of the *Pyleas*",0
67652,Sage of Mysteries,476313.0,['U'],"Constellation — Whenever an enchantment enters the battlefield under your control, target player mills two cards.","""I see destruction, suffering, and one tormented glimmer of hope.""",0
67653,Sea God's Scorn,476314.0,['U'],Return up to three target creatures and/or enchantments to their owners' hands.,"Instead of performing their daily devotions, Heliod's acolytes spent the morning picking strands of kelp off the altar.",
67654,Shimmerwing Chimera,476315.0,['U'],"Flying
At the beginning of your upkeep, return up to one other target enchantment you control to its owner's hand.",It swims upon the winds and soars through the waves.,3
67655,Shoal Kraken,476316.0,['U'],"Constellation — Whenever an enchantment enters the battlefield under your control, you may draw a card. If you do, discard a card.",It eats the things that eat the things that are drawn to the light.,3
67656,Sleep of the Dead,476317.0,['U'],"Tap target creature. It doesn't untap during its controller's next untap step.
Escape—{2}{U}, Exile three other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)","Normally, a cerberus sleeps one head at a time.",
67658,Stern Dismissal,476319.0,['U'],Return target creature or enchantment an opponent controls to its owner's hand.,"Cities offer tribute to Ephara and carve her image into their walls, imploring her to protect them from the dangers of the wild.",
67660,Sweet Oblivion,476321.0,['U'],"Target player mills four cards.
Escape—{3}{U}, Exile four other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)","When memory is torment, oblivion is bliss.",
67664,Thirst for Meaning,476325.0,['U'],Draw three cards. Then discard two cards unless you discard an enchantment card.,"A sip of recollection, an ocean of regrets.",
67668,Triton Waverider,476329.0,['U'],"Constellation — Whenever an enchantment enters the battlefield under your control, Triton Waverider gains flying until end of turn.","""You can no more stop me than you can halt the tide.""",3
67669,Vexing Gull,476330.0,['U'],"Flash
Flying","""May the skies be clear of gales and gulls.""
—Meletian prayer",2
67672,Witness of Tomorrows,476333.0,['U'],"Flying
{3}{U}: Scry 1.","""As the future slips its way into the present, it ceases to be my concern.""",3
67675,Aspect of Lamprey,476336.0,['B'],"Enchant creature you control
When Aspect of Lamprey enters the battlefield, target opponent discards two cards.
Enchanted creature has lifelink.","""Some aspire to be mighty like the lion or the hydra. I am the parasite that feeds on them all.""",
67676,Blight-Breath Catoblepas,476337.0,['B'],"When Blight-Breath Catoblepas enters the battlefield, target creature an opponent controls gets -X/-X until end of turn, where X is your devotion to black. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.)","Wherever it walks, famine follows behind.",3
67677,Cling to Dust,476338.0,['B'],"Exile target card from a graveyard. If it was a creature card, you gain 3 life. Otherwise, you draw a card.
Escape—{3}{B}, Exile five other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)","In bleak Tizerus, all hope crumbles in your grasp.",
67678,Discordant Piper,476339.0,['B'],"When Discordant Piper dies, create a 0/1 white Goat creature token.",The death of the party.,2
67679,Drag to the Underworld,476340.0,['B'],"This spell costs {X} less to cast, where X is your devotion to black. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.)
Destroy target creature.","The more you struggle against death, the tighter its grip becomes.",
67682,Enemy of Enlightenment,476343.0,['B'],"Flying
Enemy of Enlightenment gets -1/-1 for each card in your opponents' hands.
At the beginning of your upkeep, each player discards a card.","""Evil flourishes where ignorance thrives.""
—Perisophia the philosopher",5
67685,Final Death,476346.0,['B'],Exile target creature.,"The Underworld erodes memory, identity, and eventually the physical form, leaving only crumbling statues called misera—hollow monuments to mortal futility.",
67686,Fruit of Tizerus,476347.0,['B'],"Target player loses 2 life.
Escape—{3}{B}, Exile three other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)","One spiny tree with bitter fruit grows in the realm of Tizerus, outside the palace of Erebos.",
67690,Grim Physician,476351.0,['B'],"When Grim Physician dies, target creature an opponent controls gets -1/-1 until end of turn.","The Returned retain no memory of their identities, but sometimes they mindlessly attempt familiar tasks.",1
67691,Hateful Eidolon,476352.0,['B'],"Lifelink
Whenever an enchanted creature dies, draw a card for each Aura you controlled that was attached to it.","From the echoes of a violent life, a terrible foe is born.",1
67692,Inevitable End,476353.0,['B'],"Enchant creature
Enchanted creature has ""At the beginning of your upkeep, sacrifice a creature.""","""How many more will die before you accept your fate?""
—Erebos, god of the dead",
67693,Lampad of Death's Vigil,476354.0,['B'],"{1}, Sacrifice a creature: Each opponent loses 1 life and you gain 1 life.","""Grief-struck, she weeps for each mortal's final death.""
—Psemilla, Meletian poet",1
67694,Minion's Return,476355.0,['B'],"Flash
Enchant creature
When enchanted creature dies, return that card to the battlefield under your control.","As a mortal, Phenax was the first to escape the Underworld. As a god, he brings his pawns along the same dark path.",
67696,Mire's Grasp,476357.0,['B'],"Enchant creature
Enchanted creature gets -3/-3.",Those caught attempting to escape the Underworld spend the rest of their existence trapped in the Mire of Punishment.,
67697,Mogis's Favor,476358.0,['B'],"Enchant creature
Enchanted creature gets +2/-1.
Escape—{2}{B}, Exile two other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)",Rage-crowned Mogis swiftly rewards the virtue of brutality.,
67699,Nyxborn Marauder,476360.0,['B'],,"""Callaphe guided them into the
darkness of Hetos, the bleak mire;
Blood-horned minotaurs circled them,
axes aglimmer in shadow.""
—*The Callapheia*",4
67700,Omen of the Dead,476361.0,['B'],"Flash
When Omen of the Dead enters the battlefield, return target creature card from your graveyard to your hand.
{2}{B}, Sacrifice Omen of the Dead: Scry 2.","""My time will come, when life's frantic striving will fade into the boundless quiet of death.""",
67701,Pharika's Libation,476362.0,['B'],"Choose one —
• Target opponent sacrifices a creature.
• Target opponent sacrifices an enchantment.","""If you will not pour your drink out for me, I shall pour mine out for you.""",
67703,Rage-Scarred Berserker,476364.0,['B'],"When Rage-Scarred Berserker enters the battlefield, target creature you control gets +1/+0 and gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",The fury of the slaughter god Mogis burns within him.,5
67704,Scavenging Harpy,476365.0,['B'],"Flying
When Scavenging Harpy enters the battlefield, exile target card from an opponent's graveyard.",Desecrating the dead is a convenient way for harpies to expand their foul collections.,2
67705,Soulreaper of Mogis,476366.0,['B'],"{2}{B}, Sacrifice a creature: Draw a card.","""We offer to Mogis the blood of the weak, and in return he makes us strong.""",2
67706,Temple Thief,476367.0,['B'],Temple Thief can't be blocked by enchanted creatures or enchantment creatures.,"""I don't know if the gods watch over their temples, but I figure it's best to be stealthy just in case.""",2
67712,Venomous Hierophant,476373.0,['B'],"Deathtouch
When Venomous Hierophant enters the battlefield, mill three cards.","""Many have sought snake-twined Pharika's panacea. Do you wish to share their fate?""",3
67716,Arena Trickster,476377.0,['R'],"Whenever you cast your first spell during each opponent's turn, put a +1/+1 counter on Arena Trickster.","""It's not enough to surprise your opponent. You have to delight the crowd as well.""",3
67719,Careless Celebrant,476380.0,['R'],"When Careless Celebrant dies, it deals 2 damage to target creature or planeswalker an opponent controls.","""Renata was mesmerized by the satyr's dance of gleeful indifference, of reckless grace and bright disaster.""
—Luphea of Setessa, *Histories*",2
67721,Dreamstalker Manticore,476382.0,['R'],"Whenever you cast your first spell during each opponent's turn, Dreamstalker Manticore deals 1 damage to any target.","Purphoros forged the manticore's tail from bronze, its teeth from silver, and its heart from hate.",4
67722,Escape Velocity,476383.0,['R'],"Enchant creature
Enchanted creature gets +1/+0 and has haste.
Escape—{1}{R}, Exile two other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)","""Not even death can catch me now!""",
67723,Fateful End,476384.0,['R'],Fateful End deals 3 damage to any target. Scry 1.,"""Everything will be put back in its proper place.""
—Klothys, god of destiny",
67724,Final Flare,476385.0,['R'],"As an additional cost to cast this spell, sacrifice a creature or enchantment.
Final Flare deals 5 damage to target creature.",Those who fought without honor in life are taken to Agonas and doomed to fight forever in its arenas.,
67725,Flummoxed Cyclops,476386.0,['R'],"Reach
Whenever two or more creatures your opponents control attack, Flummoxed Cyclops can't block this combat.","""A cyclops thinks slowly but strikes quickly. Try to keep it thinking.""
—Brigone, soldier of Meletis",4
67728,Heroes of the Revel,476389.0,['R'],"When Heroes of the Revel enters the battlefield, create a 1/1 red Satyr creature token with ""This creature can't block.""
Whenever you cast a spell that targets Heroes of the Revel, creatures you control get +1/+0 until end of turn.",Brashness is close enough to bravery.,4
67730,Incendiary Oracle,476391.0,['R'],"{1}{R}: Incendiary Oracle gets +1/+0 until end of turn.
If a creature dealt damage by Incendiary Oracle this turn would die, exile it instead.","The flamespeakers of Akros live passionately, devoted to Purphoros and the cycle of destructive creation.",2
67732,Iroas's Blessing,476393.0,['R'],"Enchant creature you control
When Iroas's Blessing enters the battlefield, it deals 4 damage to target creature or planeswalker an opponent controls.
Enchanted creature gets +1/+1.","The blessing is not the strength itself, but the knowledge of how to use it.",
67734,Nyxborn Brute,476395.0,['R'],,"""One-eyed and frightful, the cyclops
lifted a boulder and hurled it
seaward from cliff's edge, shattering
masts and scattering sailors.""
—*The Callapheia*",7
67735,Omen of the Forge,476396.0,['R'],"Flash
When Omen of the Forge enters the battlefield, it deals 2 damage to any target.
{2}{R}, Sacrifice Omen of the Forge: Scry 2.","""My time will come, when all the world will be reforged in the fires of my invention.""",
67736,Oread of Mountain's Blaze,476397.0,['R'],"{2}{R}, Discard a card: Draw a card.","""Flame-wrapped, she dances a burning swath amid the clouds.""
—Psemilla, Meletian poet",1
67739,Portent of Betrayal,476400.0,['R'],Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.),Mogis can fan a small flame of resentment into an inferno of madness.,
67742,Satyr's Cunning,476403.0,['R'],"Create a 1/1 red Satyr creature token with ""This creature can't block.""
Escape—{2}{R}, Exile two other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)","It's hard to keep a satyr down, even in the Underworld.",
67744,Skophos Warleader,476405.0,['R'],"{R}, Sacrifice another creature or an enchantment: Skophos Warleader gets +1/+0 and gains menace until end of turn. (It can't be blocked except by two or more creatures.)",The minotaur polis of Skophos boasts grand temples to the god of slaughter.,4
67745,Stampede Rider,476406.0,['R'],"Trample
At the beginning of each combat, if you control a creature with power 4 or greater, Stampede Rider gets +1/+1 until end of turn.","To a satyr, a stampede is just another kind of revelry.",2
67752,Underworld Fires,476413.0,['R'],"Underworld Fires deals 1 damage to each creature and each planeswalker. If a permanent dealt damage this way would die this turn, exile it instead.",The Underworld is anything but a resting place.,
67763,Hyrax Tower Scout,476424.0,['G'],"When Hyrax Tower Scout enters the battlefield, untap target creature.","The scouts of Hyrax Tower keep watch at the edge of Setessan territory, protecting the polis from inhuman monsters and enemy armies.",3
67765,Inspire Awe,476426.0,['G'],Prevent all combat damage that would be dealt this turn except combat damage that would be dealt by enchanted creatures and enchantment creatures. Scry 2.,Nylea appeared amid the howl of a hundred beasts.,
67766,Klothys's Design,476427.0,['G'],"Creatures you control get +X/+X until end of turn, where X is your devotion to green. (Each {G} in the mana costs of permanents you control counts toward your devotion to green.)",The god of destiny grants her followers vision deeper than sight.,
67767,Loathsome Chimera,476428.0,['G'],"Escape—{4}{G}, Exile three other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)
Loathsome Chimera escapes with a +1/+1 counter on it.","""I see... elk? And lion? And... teeth! A lot of teeth!""
—Teraklos of Meletis",4
67769,Moss Viper,476430.0,['G'],Deathtouch,"Nylea watches over all the creatures of the forest except for the snakes. Blessed by Pharika, they can take care of themselves.",1
67770,Mystic Repeal,476431.0,['G'],Put target enchantment on the bottom of its owner's library.,"""No power is too great to be undone.""
—Karametra, god of harvests",
67774,Nexus Wardens,476435.0,['G'],"Reach
Constellation — Whenever an enchantment enters the battlefield under your control, you gain 2 life.",The Summer Nexus is a holy grove in Setessa where the starfields of Nyx glitter in the shadows.,1
67776,Nylea's Forerunner,476437.0,['G'],"Trample
Other creatures you control have trample.","Where its feet tread, the thunder of many others will follow.",5
67777,Nylea's Huntmaster,476438.0,['G'],"When Nylea's Huntmaster enters the battlefield, target creature you control gets +X/+0 until end of turn, where X is your devotion to green. (Each {G} in the mana costs of permanents you control counts toward your devotion to green.)",Nature is stillness and savagery in equal measure.,4
67779,Nyx Herald,476440.0,['G'],"At the beginning of combat on your turn, target enchanted creature or enchantment creature you control gets +1/+1 and gains trample until end of turn.","""A piercing call, bright as the stars, rang out across the valley, calling the Pheres band to war, to blood and savagery.""
—Luphea of Setessa, *Histories*",2
67781,Nyxborn Colossus,476442.0,['G'],,"""Tree-tall giants confronted her, fiercely demanding her tribute;
Fox-cunning Callaphe's slippery speaking entangled their senses...""
—*The Callapheia*",6
67782,Omen of the Hunt,476443.0,['G'],"Flash
When Omen of the Hunt enters the battlefield, you may search your library for a basic land card, put it onto the battlefield tapped, then shuffle.
{2}{G}, Sacrifice Omen of the Hunt: Scry 2.","""My time will come, when no road will divide the endless verdure of the trees.""",
67789,Setessan Petitioner,476450.0,['G'],"When Setessan Petitioner enters the battlefield, you gain life equal to your devotion to green. (Each {G} in the mana costs of permanents you control counts toward your devotion to green.)","""Cypress leaves for family, larkspur for protection, amaranth for a bountiful harvest.""",2
67790,Setessan Skirmisher,476451.0,['G'],"Constellation — Whenever an enchantment enters the battlefield under your control, Setessan Skirmisher gets +1/+1 until end of turn.","Bassara, the tower of the fox, houses the elite skirmishers who guard the Nessian Wood against trespassers.",2
