,name,multiverse_id,colors,color_identity,supertypes,text,flavor,number,power,toughness,loyalty
70483,Old Guard,479409.0,['W'],['W'],,"{W}, {T}: Tap target creature without reminder text. (Reminder text is still any italicized text in parentheses that explains rules you already know.)","""You say you're capable of flying. You got any proof of that?""",11,2,1,
70485,Staying Power,479410.0,['W'],['W'],,"""Until end of turn"" and ""this turn"" effects don't end.",Mongo's fleas no longer bothered him. But the family of goblins that had moved in behind his left ear was starting to get really irritating.,13,,,
70491,Carnivorous Death-Parrot,479415.0,['U'],['U'],,"Flying
At the beginning of your upkeep, sacrifice Carnivorous Death-Parrot unless you say its flavor text.",Save a kill spell to deal with this guy.,19,2,2,
70495,"Johnny, Combo Player",479419.0,['U'],['U'],['Legendary'],"{4}: Search your library for a card, put that card into your hand, then shuffle.","""Just wait till I get my Krark-Clan Ironworks, Genesis Chamber, and Grinding Station. Oh yeah, and a second Myr Retriever.""",23,1,1,
70499,Rings a Bell,479422.0,['U'],['U'],,"As Rings a Bell enters the battlefield, choose a word with four or more letters.
After you say the chosen word for the first time each turn, an opponent may ring or imitate a bell within five seconds. When no opponent does, draw a card.","Ding, ding, ding!",27,,,
70500,Time Out,479423.0,['U'],['U'],,"Roll a six-sided die. Put target nonland permanent into its owner's library just beneath the top X cards of that library, where X is the result.",Anyone other than a goblin would've gotten only a hand caught in the cookie jar.,28,,,
70501,Topsy Turvy,479424.0,['U'],['U'],,"The phases of each player's turn are reversed. (The phases are, in reverse order, ending, postcombat main, combat, precombat main, and beginning.)
As long as there are more than two players in the game, the turn order is reversed.","""Here on going is heck the what?""",29,,,
70502,Wall of Fortune,479425.0,['U'],['U'],,"Defender
You may tap an untapped Wall you control to have any player reroll a die that player rolled.","""You need a six? All right everyone, she needs a six!""",30,0,4,
70507,Duh,479428.0,['B'],['B'],,Destroy target creature with reminder text. (Reminder text is any italicized text in parentheses that explains rules you already know.),Will players understand that the creature is being crushed by two parentheses? Not a chance.,35,,,
70509,Hoisted Hireling,479430.0,['B'],['B'],,Hoisted Hireling has flying as long as it's being held above the battlefield.,"Zarv no longer trusted the kitten posters telling him to ""hang in there.""",37,2,1,
70512,"Infernius Spawnington III, Esq.",479433.0,['B'],['B'],,"Flying, first strike, trample, haste
This spell costs {3} less to cast for each card you've revealed this turn.
When Infernius Spawnington III, Esq. enters the battlefield, you may say ""I'm here."" If you do, it deals 3 damage to target player.","See evil, hear evil, speak evil.",40,9,9,
70513,Inhumaniac,479434.0,['B'],['B'],,"At the beginning of your upkeep, roll a six-sided die. On a 3 or 4, put a +1/+1 counter on Inhumaniac. On a 5 or higher, put two +1/+1 counters on it. On a 1, remove all +1/+1 counters from Inhumaniac.",For the mind-minded mastermind.,41,1,1,
70516,Skull Saucer,479437.0,['B'],['B'],,"Flying
When Skull Saucer enters the battlefield, destroy target creature and put your head on the table. Sacrifice Skull Saucer when your head stops touching the table.",No body is ready for this kind of power.,44,4,1,
70517,Snickering Squirrel,479438.0,['B'],['B'],,You may tap Snickering Squirrel to increase the result of a die any player rolled by 1.,"""In this line of work, you've got to know how to squirrel things away. Quite literally, in my case.""",45,1,1,
70519,Abstract Iguanart,479439.0,['R'],['R'],,"Whenever you cast a spell, note the first letter of its artist's name. If that letter wasn't already noted, put a +1/+1 counter on Abstract Iguanart.",Another moving piece by the artist El Gecko.,47,1,1,
70523,Goblin Haberdasher,479442.0,['R'],['R'],,"Menace (This creature can't be blocked except by two or more creatures.)
Other creatures you control wearing hats in their art have menace.",An accessory in every sense of the word.,51,2,2,
70524,Goblin S.W.A.T. Team,479443.0,['R'],['R'],,"Say ""Goblin S.W.A.T. Team"": Put a +1/+1 counter on Goblin S.W.A.T. Team unless an opponent swats the table within five seconds. Activate only once each turn.","They refer to their methods as ""special S.W.A.T. tactics,"" and no one has lived to correct them.",52,2,2,
70526,Infinity Elemental,479445.0,['R'],['R'],,(This creature has INFINITE POWER.),"It's so infinite that its flavor text says, ""It's so infinite that its flavor text says, ""It's so infinite that its flavor text says, ""It's so infinite that its flavor text says, ""It's so infinite that its flavor text says, ""It's so infinite that its flavor text says, ""It's so infinite that its flavor text says, ""It's so infinite that its flavor text says, ""It's so infinite that its flavor text says, ""It's so infinite that its flavor text says,",54,∞,5,
70527,Painiac,479446.0,['R'],['R'],,"At the beginning of your upkeep, roll a six-sided die. Painiac gets +X/+0 until end of turn, where X is the result.","""You're about to be struck by a brilliant idea!""",55,0,3,
70528,Six-y Beast,479447.0,['R'],['R'],,"As Six-y Beast enters the battlefield, you secretly put six or fewer +1/+1 counters on it, then an opponent guesses the number of counters. If that player guesses right, sacrifice Six-y Beast after it enters the battlefield.",Is it six?,56,0,0,
70531,Super-Duper Death Ray,479450.0,['R'],['R'],,"Trample (This spell can deal excess damage to its target's controller.)
Super-Duper Death Ray deals 4 damage to target creature.","""Comin' through!""",59,,,
70532,Yet Another Aether Vortex,479451.0,['R'],['R'],,"All creatures have haste.
Players play with the top card of their libraries revealed.
Noninstant, nonsorcery cards on top of a library are on the battlefield under their owner's control in addition to being in that library.","It puts the ""vortex"" in ""flavortext.""",60,,,
70533,B-I-N-G-O,479452.0,['G'],['G'],,"Trample
Whenever a player casts a spell, put a chip counter on its mana value.
B-I-N-G-O gets +9/+9 for each set of three numbers in a row with chip counters on them.","There was a farmer, had a hound . . .",61,1,1,
70539,Old Fogey,479456.0,['G'],['G'],,"Phasing, cumulative upkeep {1}, echo {G}{G}, fading 3, bands with other Dinosaurs, protection from Homarids, snow-covered plainswalk, flanking, rampage 2","""These kids today with their collector numbers and their newfangled tap symbol. Twenty Black Lotuses and twenty Plague Rats. Now that's *real* Magic.""",67,7,7,
70542,Spirit of the Season,479459.0,['G'],['G'],,"When Spirit of the Season enters the battlefield, it gains haste if it's summer. Put a +1/+1 counter on it if it's autumn. You gain 5 life if it's winter. If it's spring, search your library for a basic land card, reveal it, put it into your hand, then shuffle.",Summoned for all the wrong seasons.,70,3,3,
70574,Aerialephant,580617.0,['W'],['W'],,"Flying
When Aerialephant enters the battlefield, you get {TK}, then you may put a sticker on a nonland permanent you own.",Everyone wants to talk about the elephant in this room.,2,3,2,
70575,Assembled Ensemble,,['W'],['W'],,"Vigilance
Assembled Ensemble's power is equal to the number of Robots you control.
Whenever you cast a spell with an artifact creature in its art, create a 1/1 white Clown Robot artifact creature token.","Known for their hit single ""Your Wait from This Point Is Seven Hours.""",3,*,6,
70576,Bar Entry,,['W'],['W'],,"Choose one —
• Destroy target creature with power 4 or greater.
• Destroy target creature with any part of its head higher than the bar. (Align the tops of both cards to check.)","""You will either begin or end the ride no taller than this.""",4,,,
70577,_____ Bird Gets the Worm,,['W'],['W'],,"Flying
When this creature enters the battlefield, you may put a name sticker on it. You gain X life, where X is the number of unique vowels on that sticker. (The vowers are A, E, I, O, U, and Y.)",It's not like anyone else really wanted it.,5,2,4,
70578,Clowning Around,580619.0,['W'],['W'],,"Create two 1/1 white Clown Robot artifact creature tokens, then roll a six-sided die. If the result is equal to or less than the number of Robots you control, create a 1/1 white Clown Robot artifact creature token.",The Astrotorium's Clown-Bots are programmed to delight attendees by any means necessary.,6,,,
70579,Complaints Clerk,580620.0,['W'],['W'],,"When Complaints Clerk enters the battlefield, open an Attraction. (Put the top card of your Attraction deck onto the battlefield.)
Whenever you roll a 1, create a 1/1 white Clown Robot artifact creature token.",The longest lines in the park.,7,3,3,
70580,Far Out,,['W'],['W'],,"Rather than choose the indicated number of modes for spells and abilities you control, you may choose one or more modes. You can't choose any mode more than once.",Memories that will technically last the rest of your life.,8,,,
70583,Gobsmacked,,['W'],['W'],,"Enchant nonland permanent
As Gobsmacked enters the battlefield, choose a person outside the game.
As long as you can see the chosen person from your seat, enchanted permanent can't attack or block, and it's activated abilities can't be activated.",You haven't see it until you see it in 6-D.,11,,,
70584,A Good Day to Pie,580621.0,['W'],['W'],,"Tap up to two target creatures.
Whenever you put a name sticker on a creature, you may return A Good Day to Pie from your graveyard to your hand.","""What could be funnier than one big pie to the face? Unless . . . no. Could it be that simple?""
—Pietra, Crafter of Clowns",12,,,
70585,Hat Trick,,['W'],['W'],,"Target blocking or blocked creature you control get +1/+1 and gains first strike until end of turn. If it has a hat, it gains double strike until end of turn. If you and that creature each have a hat, the creature gains triple strike until end of turn.","""Behold the power of my hat and the ghosts of two other hats I used to own!""",13,,,
70586,Impounding Lot-Bot,,['W'],['W'],,"When Impounding Lot-Bot enters the battlefield, you may say ""INCARCERATE!"" in a robot voice. If you do, exile another target artifact or enchantment until Impounding Lot-Bot leaves the battlefield.",Not all tickets can be exchanged for prizes.,14,3,4,
70587,Jetpack Janitor,,['W'],['W'],,Alpha strike (This creature has first strike as long as it's blocking or being blocked by a creature that comes after it alphabetically.),"""'Carol, blast those aliens.' 'Carol, transport these concessions.' No one cares that today is my birthday.""",15,3,2,
70589,Knight in _____ Armor,,['W'],['W'],,"First strike
As this creature enters the battlefield, you may put a name sticker on it.
This creature has protection from names that start with the same letter as a name sticker on it.","The lucky armor stopped lightning and lasers, but sadly, also love.",17,2,1,
70590,Leading Performance,,['W'],['W'],,Choose two letters. Put a +1/+1 counter on each creature you control whose name begins with the either of the chosen letters.,"""If people are always on the edge of their seats, we can save money on chair backs.""
—Myra the Magnificent",18,,,
70591,Main Event Horizon,,['W'],['W'],,"As an additional cost to cast this spell, choose A through M or N through Z.
Destroy each creature whose name begins with a letter in the chosen range.","""Anna and Blaine said the ride was awesome. Yolanda and Zachary aren't back yet.""",19,,,
70592,Now You See Me . . .,,['W'],['W'],,"Exile target creature you control, then return it to the battlefield under its owner's control with X +1/+1 counters on it, where X is the number of mirrors on walls you can see from your seat.","With enough showmanship, even mundane items like playing cards or molecular teleporters can produce a mesmerizing spectacle.",20,,,
70593,Park Bleater,580622.0,['W'],['W'],,"Whenever another creature you own enters the battlefield, you get {TK}.
{W}, {T}: You may put a sticker on a creature you own that entered the battlefield this turn.","Once he stopped eating tickets, Bixby was a model employee.",21,2,2,
70594,Park Re-Entry,,['W'],['W'],,Return up to two target creature cards that each have a hat and/or mana value 3 or less from your graveyard to the battlefield.,"""Control to Truss. Chief, the entry scan software is reading babies as hot dogs. Again.""
—Glaxxar, engineering assistant",22,,,
70596,Ride Guide,580624.0,['W'],['W'],,"When Ride Guide enters the battlefield, open an Attraction. (Put the top card of your Attraction deck onto the battlefield.)","""When riding Erebo's Whip, remember to keep your arms, legs, and any strange flailing appendages inside the vehicle at all times.""",24,4,4,
70597,Robo-Piñata,580625.0,['W'],['W'],,"When Robo-Piñata dies, choose one —
• You get {TK}{TK}.
• You may put a sticker on a nonland permanent you own.","""I AM FILLED WITH DELICIOUS CANDY. I AM NOT A TRICK.""",25,2,1,
70598,Sanguine Sipper,580626.0,['W'],['W'],,Sanguine Sipper has lifelink as long as you control a stickered permanent.,"The midway offers every flavor under the sun, even to guests who need to stay out of it.",26,3,1,
70603,T.A.P.P.E.R.,,['W'],['W'],,"{T}, Tap an untapped creature you control that has a hat: Tap target creature.","""'Technologically-Advanced People-Pleasing Entertainment Robot', eh? Nice hat. Would be a shame if something happened to it.""
—""Brims"" Barone, midway mobster",31,1,2,
70604,Trapeze Artist,,['W'],['W'],,"Flying
Trapeze Artist enters the battlefield by being flipped from a height of at least one foot (about 0.3 meters). If it lands face down or didn't turn over completely at least once during the flip, return it to its owner's hand.","Heinrich catches the trapeze only about half the time, but he looks so good falling.",32,2,1,
70605,Animate Object,,['U'],['U'],,"You get seven {TK}. Choose an inanimate object you own from outside the game. Put a power and toughness sticker on it. You may also put a name sticker, an art sticker, and/or an ability sticker on it. Put it onto the battlefield as a creature token.",Tap beverages with extreme caution.,33,,,
70607,Baaallerina,580629.0,['U'],['U'],,"Flying
When Baaallerina enters the battlefield, you may put a name sticker on a nonland permanent you own.
{2}{U}: Another target creature with a name sticker on it gains flying until end of turn.",Cute as a mutton.,35,3,3,
70608,Bag Check,,['U'],['U'],,"Counter target spell, then ask a person outside the game if that spell looks dangerous to them. If they say yes, draw a card, then discard a card.","""As long as there's no outside food, you're good to go.""",36,,,
70609,Bamboozling Beeble,580630.0,['U'],['U'],,"Protection from Robots
{1}, {T}: The next time target player would roll one or more dice this turn, instead they roll that many dice plus one and you choose one of those rolls to ignore.",Myra bought beetles because they were cheaper than rubber ducks. Now the infestation is her largest expense.,37,1,1,
70610,Bioluminary,580631.0,['U'],['U'],,"Whenever Bioluminary deals combat damage to a player, you get {TK}{TK}, then you may put a sticker on a nonland permanent you own.","The Gargantikari astroserpent hated the taste of merfolk, but the audience didn't need to know that.",38,1,3,
70611,Blufferfish,,['U'],['U'],,"{3}{U}: An opponent tells you a statement about themselves and secretly notes whether it's true or not. You guess which it is. If you guessed correctly, Blufferfish gets +2/+0 and can't be blocked this turn.","Lying to a fish is such an unthinkable act, most planets don't even have a law against it.",39,3,6,
70612,Boing!,580632.0,['U'],['U'],,"Return target creature to its owner's hand, then roll a six-sided die. If the result is 3 or less, scry a number of cards equal to the result.",Sometimes the Astrotorium's stunts look dangerous because they absolutely are.,40,,,
70613,Busted!,,['U'],['U'],,"Counter target spell unless its controller pays {X}, where X is the number of words in the name with the most words among permanents you control.","""All you gotta do is panic with purpose. And plead your innocence with purpose. And have your mom bail you out with purpose.""",41,,,
70615,Croakid Amphibonaut,580634.0,['U'],['U'],,Croakid Amphibonaut has flying as long as you control a stickered permanent.,"""I designed the Astrotorium's jetpacks to be lightweight and inexpensive. Nobody mentioned reliable.""
—Truss, chief engineer",43,4,3,
70616,"Decisions, Decisions",,['U'],['U'],,"Reveal the top three cards of your library, then choose a consonant. (Y counts.) Put each card that has the chosen letter in the first word of its name from among them into your hand and the rest on the bottom of your library in any order.","To B, or not to B.",44,,,
70617,Exchange of Words,580635.0,['U'],['U'],,"When Exchange of Words enters the battlefield, choose two target creatures. For as long as Exchange of Words remains on the battlefield, exchange the text boxes of those creatures.","Before criticizing, walk a mile *(about 1.6 kilometers)* in their head. That way, when you do, you're a mile away and you have their head.",45,,,
70620,Glitterflitter,580636.0,['U'],['U'],,"Flying
When Glitterflitter enters the battlefield, you get {TK}, then you may put a sticker on a nonland permanent you own.","There are no small parts, only small performers.",48,2,2,
70621,How Is This a Par Three?!,,['U'],['U'],,"Whenever you cast a spell, you may have target player mill X cards, where X is the number of words in that spell's name.","Against the infinite backdrop of space, isn't all golf miniature?",49,,,
70622,Make a _____ Splash,,['U'],['U'],,"Flash
When this enchantment enters the battlefield, you may put a name sticker on it.
Whenever you put a sticker on this enchantment, tap up to X target creatures, where X is the number of u's in name stickers on this enchantment.",The largest dunk tank in forty-seven galaxies.,50,,,
70624,Monitor Monitor,580638.0,['U'],['U'],,"When Monitor Monitor enters the battlefield, open an Attraction. (Put the top card of your Attraction deck onto the battlefield.)
Once each turn, you may pay {1} to reroll one or more dice you rolled.","Nine fires, a hull breach, and a Quafloovian meganibbler escaped from the petting zoo. Things were suspiciously quiet.",52,2,5,
70628,Plate Spinning,,['U'],['U'],,"Whenever you cast a spell, copy it and you may choose new targets for the copy. Then balance a card from outside the game on one of your fingertips. When that card falls or touches another card, sacrifice Plate Spinning.","For extra style points, spin them.",56,,,
70629,Prize Wall,580640.0,['U'],['U'],,"Defender
{U}, {T}: You get {TK}.
{4}{U}, {T}: You may put a sticker on a nonland permanent you own. Activate only as a sorcery.","""That bear's been there since the Astrotorium opened. I've seen it move.""
—Ernst, deep fry cook",57,0,4,
70630,Seasoned Buttoneer,580641.0,['U'],['U'],,"When Seasoned Buttoneer enters the battlefield, open an Attraction. (Put the top card of your Attraction deck onto the battlefield.)","Everyone comments on the buttons, but few appreciate the pedals.",58,2,2,
70631,Super-Duper Lost,,['U'],['U'],,"Put target creature into its owner's library just beneath the top X cards of that library, where X is the number of doors you can see from your seat.","Fblthp decided to get some sleep, nestled among the plush Ajanis until morning.",59,,,
70633,_____ _____ _____ Trespasser,580642.0,['U'],['U'],,"When this creature enters the battlefield, you may put a name sticker on it.
{3}{U}: This creature gets +1/+0 until end of turn for each name sticker on it. It can't be blocked this turn.","""All you gotta do is walk with purpose. And run with purpose. And clear a five-foot gate with purpose.""",61,2,1,
70634,Unlawful Entry,580643.0,['U'],['U'],,"Target creature gets +1/+0 and gains flying until end of turn.
Whenever you put an art sticker on a creature, you may return Unlawful Entry from your graveyard to your hand.","""Glaxxar, Security Bot 254 has wandered off. After lunch, throw on a spacesuit and go find it.""
—Truss, chief engineer",62,,,
70636,Wizards of the _____,,['U'],['U'],,"When this creature enters the battlefield, you may put a name sticker on it, then look at the top X cards of your library, where X is the number of unique vowels on that sticker. Put one of those cards into your hand and the rest on the bottom of your library in any order. (The vowels are A, E, I, O, U, and Y.)",Magic is the name of the game.,64,3,1,
70638,Attempted Murder,580646.0,['B'],['B'],,"Choose target creature. Roll X six-sided dice. For each even result, put two -1/-1 counters on that creature. For each odd result, create a 1/2 blue Bird creature token with flying named Storm Crow.",Squawks was quick to establish the social pecking order.,66,,,
70639,Black Hole,,['B'],['B'],,"Destroy target creature and up to X other target creatures, where X is the number of Attractions you've visited this turn.","""Code Dark Donut! Code Dark Donut! All available fun specialists, please report to the Roil Coaster immediately!""
—Truss, chief engineer",67,,,
70640,Carnival Carnivore,580648.0,['B'],['B'],,"Deathtouch
When Carnival Carnivore enters the battlefield, you get {TK}, then you may put a sticker on a nonland permanent you own.",Somehow only the third-most dangerous ride in the park.,68,4,6,
70641,Deadbeat Attendant,580649.0,['B'],['B'],,"When Deadbeat Attendant enters the battlefield, open an Attraction. (Put the top card of your Attraction deck onto the battlefield.)",Some people will hire anyone with a pulse. Myra isn't that picky.,69,1,1,
70642,Discourtesy Clerk,580650.0,['B'],['B'],,"When Discourtesy Clerk enters the battlefield, open an Attraction. (Put the top card of your Attraction deck onto the battlefield.)
At the beginning of your end step, if you control three or more Attractions, you draw a card and you lose 1 life.",Myra doesn't pay the vampires to smile—but only because guests found it off-putting.,70,3,2,
70643,Disemvowel,,['B'],['B'],,"Destroy target creature. That creature's controller loses 1 life for each unique vowel in the creature's name. (The vowels are A, E, I, O, U, and Y.)","Without vowels, no one can hear you scream.",71,,,
70644,Dissatisfied Customer,580651.0,['B'],['B'],,"Flying, haste
When Dissatisfied Customer enters the battlefield, roll a six-sided die. If the result is 3 or less, you lose that much life.",The mirrors weren't fun for everyone.,72,2,1,
70645,Down for Repairs,580652.0,['B'],['B'],,Target opponent reveals their hand. You choose a nonland card from it. That player discards that card. Destroy up to one target Attraction that player controls. (It's put into their junkyard.),Safety twelfth.,73,,,
70647,Gray Merchant of Alphabet,,['B'],['B'],,"When Gray Merchant of Alphabet enters the battlefield, choose a letter. For each creature you control that has the chosen letter in its name, you gain 1 life and each opponent loses 1 life.","Like any young zombie, Gary dreamed of escaping the underworld to join the circus.",75,2,4,
70648,Haberthrasher,,['B'],['B'],,"Deathtouch
Whenever another creature that has a hat enters the battlefield under your control or a hat sticker is put on a creature you control, each opponent loses 1 life.","""Brims"" Barone's enforcers are always dressed to kill.",76,2,2,
70652,Line Cutter,,['B'],['B'],,"When Line Cutter enters the battlefield, roll to visit your Attractions.",Waiting is for chumps with flimsy spacesuits.,80,3,4,
70653,Night Shift of the Living Dead,580656.0,['B'],['B'],,"After you roll a die, you may pay 1 life. If you do, increase or decrease the result by 1. Do this only once each turn.
Whenever you roll a 6, create a 2/2 black Zombie Employee creature token.","At the Astrotorium, even the dead make a living wage.",81,,,
70656,Questionable Cuisine,,['B'],['B'],,"Return up to two target creature cards from your graveyard to your hand. Create a Food token for each trash can you can see from your seat. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")","May contain soy. May contain a deep void, chillingly hoarse and howling without voice. May contain gluten.",84,,,
70657,Quick Fixer,,['B'],['B'],,"Menace
Whenever Quick Fixer deals combat damage to a player, open an Attraction. (Put the top card of your Attraction deck onto the battlefield.)","Myra doesn't believe in stopping rides for minor inconveniences like ""they need to be repaired.""",85,2,3,
70658,Rat in the Hat,,['B'],['B'],,"{T}, Sacrifice Rat in the Hat: Until end of turn, you may cast target creature card that has a hat from your graveyard.","While the gremlin, beeble, and squirrel infestations wreaked havoc on the park, Roxi was able to spin the numerous rat colonies as a ""robust recycling program.""",86,1,2,
70660,Saw in Half,580658.0,['B'],['B'],,"Destroy target creature. If that creature dies this way, its controller creates two tokens that are copies of that creature, except their base power is half that creature's power and their base toughness is half that creature's toughness. Round up each time.","The audience always loves it, but volunteers are divided.",88,,,
70662,Scared Stiff,580660.0,['B'],['B'],,Scared Stiff has menace as long as you control a stickered permanent.,The horrors of Sorin's Haunted Mansion scared Hurrk half to life.,90,3,2,
70663,Scooch,,['B'],['B'],,"Add or subtract 1 from target creature's power, target player's life total, or target die roll's result.
Draw a card.","""What? No, that's ridiculous! Of course the rat doesn't work for the park. I've never seen it before in my life!""
—Monoxa, midway manager",91,,,
70665,Soul Swindler,580662.0,['B'],['B'],,"As long as you've visited an attraction this turn, Soul Swindler has indestructible. (Damage and effects that say ""destroy"" don't destroy it.)
When Soul Swindler enters the battlefield, open an Attraction. (Put the top card of your Attraction deck onto the battlefield.)","""Three tries to decide your fate! Fabulous prizes! Probably no untold torment!""",93,5,3,
70666,Step Right Up,580663.0,['B'],['B'],,Open two Attractions. (Put the top two cards of your Attraction deck onto the battlefield.),"""Ah, the midway, beating heart of the—well, maybe the big top is the heart. If there were two hearts, then the midway—or the lungs. Lungs or stomach!""
—Captain Rex Nebula",94,,,
70667,Wolf in _____ Clothing,,['B'],['B'],,"When this creature enters the battlefield, you may put a name sticker on it. When you do, up to X target creatures each get -1/-1 until end of turn, where X is the number of unique vowels on that sticker. (The vowels are A, E, I, O, U, and Y.)","""And to think, I came in here looking for someone to eat.""",95,2,3,
70668,Xenosquirrels,580665.0,['B'],['B'],,"Xenosquirrels enters the battlefield with two +1/+1 counters on it.
After you roll a die, you may remove a +1/+1 counter from Xenosquirrels. If you do, increase or decrease the result by 1.","""Hey Glaxxar, did you remember to seal the vents on the seat belt control module?""
—Truss, chief engineer",96,0,0,
70669,Aardwolf's Advantage,,['R'],['R'],,Creatures you control get +2/+0 and gain alpha strike until end of turn. (A creature with alpha strike has first strike as long as it's blocking or being blocked by a creature that comes after it alphabetically.),"""My Abattoir Ghoul deck is unbeatable. Wait, 1996 World Champion?""
—Johnny, to Spike",97,,,
70670,Amped Up,,['R'],['R'],,"This spell costs {1} less to cast for each electrical socket in a wall or floor you can see from your seat.
Gain control of target creature until end of turn. Untap that creature. Until end of turn, it gets +3/+0 and gains haste.",Space can be a lawless place—far from the prying eyes of electrical inspectors.,98,,,
70671,Art Appreciation,,['R'],['R'],,"Put an art sticker on a nonland permanent you own. Then ask a person outside the game to rate its new art on a scale from 1 to 5, where 5 is the best. When they rate the art, up to that many target creatures can't block this turn.",There's no defending against public opinion.,99,,,
70672,_____ Balls of Fire,,['R'],['R'],,"When this enchantment enters the battlefield, you may put a name sticker on it.
Whenever you put a sticker on this enchantment, it deals damage equal to the number of o's in name stickers on this enchantment to any target.","Employees were instructed to refer to meteor showers as ""impromptu fireworks.""",100,,,
70673,Big Winner,,['R'],['R'],,Big Winner has trample as long as you control a stickered permanent.,The results of the test of strength were: Yes.,101,5,2,
70675,Circuits Act,580668.0,['R'],['R'],,"Roll three six-sided dice. For each different result, create a 1/1 white Clown Robot artifact creature token.","Another day, another item Pietra has to add to the ""do not juggle"" database.",103,,,
70676,Devil K. Nevil,,['R'],['R'],['Legendary'],"Haste
When Devil K. Nevil enters the battlefield, jump it over any number of creatures. If it clears those creatures, put that many +1/+1 counters on it. (You can see a jumping demonstration at DevilKNevil.com.)","""Danger is my middle name. Also, I don't know how to spell.""",104,2,1,
70678,Eelectrocute,580669.0,['R'],['R'],,"Eelectrocute deals 2 damage to any target.
You may cast Eelectrocute from your graveyard as long as you've rolled a 6 this turn. If you cast Eelectrocute this way and it would be put into your graveyard, exile it instead.",The midway's games aren't so much rigged as they are insulated and grounded.,106,,,
70679,_____ Goblin,,['R'],['R'],,"When this creature enters the battlefield, you may put a name sticker on it. Add {R} for each unique vowel on that sticker. (The vowels are A, E, I, O, U, and Y.)",The Astrotorium has never been a place for self-restraint.,107,2,2,
70680,Goblin Airbrusher,580671.0,['R'],['R'],,"Whenever you place a sticker, create a Treasure token. If it's an art sticker, instead create two Treasure tokens. (They're artifacts with ""{T}, Sacrifice this artifact: Add one mana of any color."")","Once he'd worked out which end of the thing the paint came from, he was promoted to shirt duty.",108,2,1,
70681,Goblin Blastronauts,,['R'],['R'],,"When Goblin Blastronauts enters the battlefield, open an Attraction.
Whenever you roll a 6, you may copy the spell, ability, or Attraction visit that caused you to roll that die. You may choose new targets for the copy.","The goblins really put themselves into the fireworks show, despite Myra's pleas to stop.",109,5,4,
70685,Juggletron,,['R'],['R'],,"Trample
Whenever Juggletron attacks, you may put an art sticker on it.
Juggletron gets +3/+0 for each item in its art that's not touching Juggletron, another item, or the card frame.",It's all fun and games until it drops a guest. Then it's a misdemeanor.,113,0,4,
70686,Minotaur de Force,580672.0,['R'],['R'],,"Haste
When Minotaur de Force enters the battlefield, you get {TK}, then you may put a sticker on a nonland permanent you own.","""If I ever need a haircut, I just fall a little to the left.""",114,2,1,
70687,Non-Human Cannonball,580673.0,['R'],['R'],,"When Non-Human Cannonball dies, roll a six-sided die. If the result is 4 or less, Non-Human Cannonball deals that much damage to you.","Designed for maximum impact, comedic and otherwise.",115,4,3,
70690,One-Clown Band,580674.0,['R'],['R'],,{2}{R}: Target Robot gets +2/+0 until end of turn.,Programmed to play more than seventy instruments and only one song.,117,1,3,
70692,Priority Boarding,,['R'],['R'],,"Whenever you roll a die, you may reveal the top card of your library. Do this only once each turn. Whenever you reveal a card with mana value less than the result this way, you may exile it. If you do, you may play it this turn.",The Astrotorium's express lane is practically its own ride.,119,,,
70693,Proficient Pyrodancer,580676.0,['R'],['R'],,"When Proficient Pyrodancer enters the battlefield, you may put an art sticker on a nonland permanent you own.
{2}{R}: Another target creature with an art sticker on it gets +2/+0 and gains menace until end of turn.","When she performed, she was on fire, but in a good way.",120,2,3,
70694,Rad Rascal,580677.0,['R'],['R'],,"When Rad Rascal enters the battlefield, open an Attraction. (Put the top card of your Attraction deck onto the battlefield.)","""Rent a scooter and be just like Devil K. Nevil! Just don't go faster than the speed limit. Or jump over anything. Or catch on fire. Or break every bone in your body multiple times. Other than that, just like him!""",121,3,3,
70695,Rock Star,,['R'],['R'],,"Reach
When Rock Star enters the battlefield, you may discard a card. If you do, reveal the top five cards of your library. Ask a person outside the game to choose which of them is most like a rock band. Put that card into your hand and the rest on the bottom of your library in a random order.","Born to, and of, rock.",122,4,5,
70696,Slight Malfunction,,['R'],['R'],,"Choose one —
• Destroy target artifact.
• Roll a six-sided die. When you do, Slight Malfunction deals 1 damage to each of up to X target creatures, where X is the result.","""Attention, valued patrons. The Tilt-o-Squirrel is now closed.""
—Astrotorium public address system",123,,,
70697,Ticking Mime Bomb,,['R'],['R'],,"When Ticking Mime Bomb enters the battlefield, without speaking or indicating any specific creature, pantomime to a person outside the game, then they choose a creature you don't control. Ticking Mime Bomb deals damage equal to twice the number of Robots you control to the chosen creature.","Silent, but deadly.",124,2,2,
70698,Trigger Happy,,['R'],['R'],,Choose a triggered ability of target permanent. It triggers. You control that ability.,"Whenever you copy a triggered ability, you may do a little dance.",125,,,
70700,Wee Champion,580679.0,['R'],['R'],,"Whenever you place a sticker, Wee Champion gets +1/+1 until end of turn. If it's an art sticker, instead put a +1/+1 counter on Wee Champion.","Nobody had ever won the bear, but then again, nobody had ever wanted it quite as much.",127,0,1,
70701,Well Done,,['R'],['R'],,"Well Done deals 5 damage to target creature. If that creature is rare or mythic rare, Well Done deals 3 damage to that creature's controller.","""What's the big deal? I've been on fire eighty-one times. Twice just while sleeping.""
—Devil K. Nevil, daredevil extraordinaire",128,,,
